,Unnamed: 0,Clean_Headlines
156,156," 'New Jersey Gov James McGreevey declines to step in to prevent pro-Palestine conference at Rutgers University; has received assurances that organizer, National Student Conference of the Palestine Solidarity Movement, has no ties to terrorist groups (M)', 'web_url'"
157,157," 'Historians and philosophers will long argue about the particular causes and justice of the Lebanon war, but statesmen must ask right away to mold a more hopeful future out of the conditions created by the war. American leaders bear a particular responsibility in this respect.\n\nThe roots of the war go back to the breakdown of the Lebanese state and society under the impact of the tremors of the wider Arab-Israeli conflict, and especially its Palestinian component. The remedy of the situation must address both problems at once. It so happens that the conditions that favor a settlement of the Lebanon problem now also open up new serious possibilities for advancing a settlement of the Palestinian question, providing they are imaginatively exploited.', 'web_url'"
158,158," 'ed on Brit resolution and Security Council task', 'web_url'"
159,159," '', 'web_url'"
160,160," 'S G Damman article on his recollection of K Nasser, public relations man and spokesman for Palestine Liberation Orgn who was assassinated in Beirut, Lebanon, on Apr 10 by Israeli commandos', 'web_url'"
161,161," 'de Ropp, R S"
162,162," 'The Palestinians are an Arab people, largely Moslem but with important numbers of Christians, who live in, once lived in, or trace their descent through parents or grandparents to the land once known as Palestine, which came under a British mandate in 1922 and now is the land of Israel, the West Bank of the Jordan and the Gaza Strip.', 'web_url'"
163,163," '', 'web_url'"
164,164," 'Days after the Vatican concluded a treaty more formally recognizing the state of Palestine, Pope Francis and Palestinian leader Mahmoud Abbas meet in Vatican City. Gavino Garay reports.', 'web_url'"
165,165," ""refugees in Syrian region of UAR vote for reprs to 'natl union' which plans return to Israel"", 'web_url'"
166,166," 'Illus', 'web_url'"
167,167," 'Protesters for Israel and Palestine demonstrated outside the genocide hearing at the International Court of Justice.', 'web_url'"
168,168," 'ed on incident', 'web_url'"
169,169, 'At 11 A.M. last Thursday the eleven members of the U.N. Security Council filed into the Council chamber at Lake Success for a special meeting. At 9
170,170, 'From the International Herald Tribune archives
171,171," ""  Should American officials engage in Mideast talks with a joint Jordanian-Palestinian delegation, the Palestinians at the table are most likely to be drawn from the ranks of an amorphous body known as the Palestine National Council, according to American and Arab officials.   ''I am sure there are members of the Palestinian National Council who are not members of the Palestine Liberation Organization,'' Secretary of State George P. Shultz said after a meeting with King Hussein of Jordan in Washington on Friday.   What the Palestine National Council is depends to a certain extent on whom one asks. But basically, it has functioned since its creation in 1964 as a sort of parliament-in-exile. Its members, who total 430, according to P.L.O. spokesmen in Tunis, represent not only Palestinian commando organizations but also professional bodies, labor unions and Palestinians throughout the world."", 'web_url'"
172,172," '', 'web_url'"
173,173," 'And the U.N. In Palestine -- that strategic and tragic land on the eastern rim of the Mediterranean -- there was excitement and tension all last week. Crowds stood for hours in front of street radio loudspeakers listening intently to the news. have a two-to-one majority in the Holy Land, would control. On Monday night the committee killed this plan, by a vote of 29 to 12.  ', 'web_url'"
174,174," '', 'web_url'"
175,175, 'Boesendorfer Festival (NYC)
176,176," 'BEIRUT, Lebanon, Feb. 1 -- The Palestinian National Council, conceived as a parliament of the Palestinian people, met in Cairo tonight with 23 of its 105 members absent, according to reports received here.  ', 'web_url'"
177,177," ""Reaction is mixed between many Palestinians and Israelis after France's parliament votes to recognize Palestine as a state. Mana Rabiee reports."", 'web_url'"
178,178," ""The Near Eastern cauldron, which cooled off a little after United Nations Secretary General Hammarskjold's visit there last spring, is simmering again, following Russian Foreign Minister Shepilov's recent tour. This may be a coincidence.  "", 'web_url'"
179,179," ""  Franz Kafka would have been 100 years old on July 3, and publishers in the United States, Western Europe and Israel are not going to let the centennial of the enduring Czechoslovak novelist -whom Herman Hesse in 1920 called ''the uncrowned king of German prose'' - go unnoticed.   One of the tantalizing questions posed at the 11th Jerusalem International Book Fair, which wound up here today, was whether Kafka might have moved to Israel had he lived. Prof. Nahum N. Glatzer of Boston University, editor of the centennial edition of Kafka's ''Complete Stories,'' to be published by Schocken Books of New York, discussed the question recently.   ''Kafka,'' he said, ''studied Hebrew in Prague and Berlin for more than four years, until his death in 1924. He told his friends that he was not a Zionist. However, he really thought of settling in Palestine and opening a little coffeehouse. He said that he would be the waiter and his wife would be the cook - that was his dream.''"", 'web_url'"
180,180," 'A work called “Symphony for Palestine” is to be performed in Ramallah, East Jerusalem and Jenin by the Dresdner Sinfoniker.', 'web_url'"
181,181," ""Yasir Arafat expresses 'deepest appreciation' for Pres Bush's public endorsement of Palestinian state in address before UN General Assembly, choosing to make no menton of fact that Bush declined to meet him; meets with Sec of State Colin Powell and Foreign Min Shimon Peres of Israel; Powell will deliver major address outlining American principles for restoring drive for settlement; reportedly assures Israelis that he will not formulate major new initiative, move opposed by Prime Min Ariel Sharon, but will follow existing guidelines; photo (M)"", 'web_url'"
182,182," 'Why is the fact that the U.N. has granted Palestine this status so significant?', 'web_url'"
183,183," ""King Khalid and other Saudi leaders will reptdly press Pres Carter on Palestinian question during Carter's visit; officials are dismayed over recent Carter statement indicating opposition to establishment of ind Palestinian state (M)"", 'web_url'"
184,184," 'Jordan accepts Arab League proposal for Arab leaders meeting on problem', 'web_url'"
185,185," 'The text of an e-mail from a Manhattan synagogue’s rabbis to congregants to clarify an earlier e-mail on the U.N.’s decision to upgrade Palestine to observer state status.', 'web_url'"
186,186," 'The Holy See’s ambassador to the United Nations said the Vatican flag will fly, after all, when Pope Francis visits on Friday.', 'web_url'"
187,187," '', 'web_url'"
188,188," 'Palestino, a soccer club popular with Chile’s Palestinian population, was fined for wearing jerseys that depicted a map of Palestine before the creation of Israel.', 'web_url'"
189,189," '  Yasir Arafat, head of the Palestine Liberation Organization, indicated tonight that neither he nor President Saddam Hussein of Iraq is insisting that the Palestinian problem be solved before Iraqi troops get out of Kuwait.    In an interview here after his latest consultations with the Iraqi leader, Mr. Arafat elaborated somewhat on a formulation he said he and Mr. Hussein were discussing in advance of talks that will probably begin between Iraqi and European leaders in a matter of days. President Bush has proposed a round of diplomacy between Washington and Baghdad, but the two sides have been unable to agree on dates for the meetings.', 'web_url'"
190,190," 'The U.S. first lady, Hillary Rodham Clinton, prompted a furious reaction on Thursday after she went beyond official U.S. policy and said she supported the establishment of an independent Palestinian state..Her comments, made in a satellite hook-up to s', 'web_url'"
191,191," 'U.S. Secretary of State John Kerry will meet Israeli Prime Minister Benjamin Netanyahu in Rome on Monday to discuss proposals for a Palestinian state circulating at the United Nations. Israel says it hopes the U.S. would veto any such moves. Gavino Garay reports.', 'web_url'"
192,192," 'Palestine Liberation Orgn leader Yasir Arafat speech at Orgn of African Unity session noted (S)', 'web_url'"
193,193," 'Arab League reprs at UN have drafted resolution inviting Palestine Liberation Orgn, as ‘repr of Palestinian people,’ to address Assembly (M)', 'web_url'"
194,194," '79 Southern Bapt and lay leaders to embark on world evangelistic crusade', 'web_url'"
195,195," 'Bowing to the Christmas spirit that pervades all peoples at this time, the Israelis and the Arabs have declared a temporary daylight truce at Jerusalem to permit Christmas pilgrims to pass from one side to the other to visit Bethlehem and other holy places or to reunite with family members torn apart by the Palestinian war.', 'web_url'"
196,196," 'The U.S. first lady, Hillary Rodham Clinton, prompted a furious reaction on Thursday after she went beyond official U.S. policy and said she supported the establishment of an independent Palestinian state..Her comments, made in a satellite hook-up to s', 'web_url'"
197,197," 'ed on Assembly vote', 'web_url'"
198,198," ""Popular Front for the Liberation of Palestine repr Ahmed Yamani, in announcing front's withdrawal from Palestine Liberation Orgn Exec Com, says front will continue to fight until King Hussein is overthrown, news conf, Beirut (L)"", 'web_url'"
199,199," ""  The Palestine National Council opened its 16th session today with Yasir Arafat beating back attempts by radical factions to reject President Reagan's Middle East peace plan, senior conference officials said.   The officials said that during four days of preliminary talks - ending this morning - among the leaders of all eight groups making up the Palestine Liberation Organization, Mr. Arafat and his followers managed to push through a series of recommendations for the P.L.O.'s post-Beirut strategy. They will be presented for ratification to the full 350-member Palestine National Council, which serves, in effect, as a parliament.   The recommendations are certain to be adopted in the weeklong session because Mr. Arafat's followers are a majority in the council. The proposals will give the guerrilla leader a much wider mandate to continue his diplomatic approach of not ruling out anything regarding the Reagan peace initiative, improving ties with Egypt and coordinating diplomatic strategy with Jordan."", 'web_url'"
200,200," ""  The United States has offered to hold talks with a Jordanian-Palestinian group provided that it does not include any members of the Palestine Liberation Organization, State Department officials said today.   The officials said that there would also have to be agreement that holding such talks would enhance the prospects for peace with Israel.   Jordanian officials said these conditions had been met by the P.L.O., but the American officials said there had been no clear-cut acceptance.   ''We are getting mixed signals,'' an official said."", 'web_url'"
201,201," 'An early contender for the N.F.L.’s rookie of the year award, Adrian Peterson is drawing rave reviews from teammates and opponents but has not forgotten his roots in Palestine, Tex.', 'web_url'"
202,202, 'data on Palestine Liberation Orgn
203,203," 'This is the first of two articles..The writer, a former director-general of the Israel Foreign Ministry and involved in the work of the United Nations since 1947.. At the recent signing in Washington of the second implementation agreement of the Oslo a', 'web_url'"
204,204," ""  Gen. Sir Alan G. Cunningham, Britain's last High Commissioner in what was then Palestine and a commander in World War II, died yesterday at the age of 95, military colleagues reported today.   He was High Commissioner and Commander in Chief in the last years of the British mandate of Palestine, 1945-48, before the creation of the state of Israel."", 'web_url'"
205,205," ""New UN com, established by Gen Assembly on Dec 17, starts functioning with call for redress of 30‐yr ‘injustice’ in Middle East; Medoune Fall of Senegal, who was elected chmn of 20‐member group—known as Com on the Exercise of the Inalienable Rights of the Palestinian People—comments; Waldheim opens session; Israeli Amb Herzog, in restating Israel's determination to boycott group, calls com ‘instrument in the hands of the extreme Arab elements’; neither US nor any other country in Western Hemisphere except Cuba is participating in com; com members noted; PLO observer Zehdi Labib Terzi attends opening session; several speakers propose that PLO be invited to take part in com's meetings as full member; com is to present its recommendations by June 1 (M)"", 'web_url'"
206,206," 'Pawel, E"
207,207," 'Comparative quiet reigns at the moment over the Middle East as a result of new pledges obtained by Secretary General Hammarskjold from both Israel and the Arab states that they will observe an unconditional cease-fire on all fronts.  ', 'web_url'"
208,208," 'Here are the sticking points.', 'web_url'"
209,209," 'Palestinians should ask the International Criminal Court to prosecute Israeli war crimes.', 'web_url'"
210,210," '', 'web_url'"
211,211," ""  Peter Grose, a senior fellow at the Council on Foreign Relations, adapted this article from his forthcoming book on American attitudes toward Israel, to be published next autumn by Alfred A. Knopf.   Some 30 Jewish military commanders huddled around a wireless set in their clandestine Jerusalem hideout, straining to hear through the static the votes of diplomats gathered half a world away at a gray old skating rink in Flushing Meadows, across the river from Manhattan.   It was the week of Thanksgiving 1947, and at its tempo-rary home in the New York World's Fair grounds, the new United Nations General Assembly was deciding whether to offer Jews and Arabs sovereign states of their own in Palestine.   Whatever the outcome, the soldiers in Jerusalem were prepared for trouble. ''If the vote is positive, the Arabs will make war on us,'' said Yitzhak Sadeh, a leader of the Jewish defense forces. ''And if the vote is negative, then it is we who will make war on the Arabs.''"", 'web_url'"
212,212," ""UN Gen Assembly's gen com recommends that Gen Assembly discuss Cyprus question as 113th and last item on record‐breaking agenda of 29th session (S)"", 'web_url'"
213,213," ""Let me offer two statements about this paper's coverage of the conflict in the Middle East. First"
214,214," ""Sept 16"
215,215," 'comm submits new proposals to Israel and Arabs, Geneva', 'web_url'"
216,216," ""Statement by Israeli Foreign Min Yigal Allon in NY on Oct 4 that Israel might agree to federation between future Palestinian state and Jordan has drawn fire from Israeli right-wing opposition; statement was 2d in less than 1 wk in which Govt leader expressed views representing substantial softening of policies of previous Govt led by Golda Meir; Premier Yitzhak Rabin in TV int on Oct 1 offered to consider limited Israeli withdrawal from west bank of Jordan River in return for Jordanian declaration of nonbelligerency; Parliament will interrupt its recess on Oct 9 to hold special session in response to demand by Likud party for discussion of Rabin's remarks; MP Moshe Dayan is reptd to be critical of statements by Rabin and Allon; observers view statements as signals to Jordan that Israel wants to strengthen position of Jordanian King Hussein in his rivalry with Palestine Liberation Orgn (M)"", 'web_url'"
217,217," 'BEIRUT, Lebanon, Feb. 4 -- Al Fatah, the commando organization headed by Yasir Arafat, has taken control, politically and militarily, of the Palestinian national movement.  ', 'web_url'"
218,218," ""Egyptian Pres Sadat, in int with Lebanese wkly Al Hawadess, accuses USSR of striving to restrict Egypt's freedom in determining foreign policy; criticizes Soviet leaders of having put off until Oct Egyptian‐Soviet negotiations which were to have begun in Moscow 3 days ago; says Soviets are displeased over his new policy of cooperation with US; says Egyptian Foreign Min Ismail Fahmy and Soviet Foreign Min Andrei A Gromyko were to have taken stock of relations between 2 countries, in recent Soviet‐postponed visit, in preparation for proposed meeting between Sadat and Soviet party leader Brezhnev (S)"", 'web_url'"
219,219," ""Book There Could Have Been Peace. The Untold Story of Why We Failed With Palestine and Again With Israel by J Kimche revd by D Holden; book takes 2 periods of 6 yrs each, '17-23 and '67-73, and tries to establish that these were crucial yrs of dispute and what went wrong with various efforts to secure settlement; traces dealings of 3 main parties--Brit, Arabs and Zionists--in 1st round of struggle; discusses Balfour Declaration; illus of early Zionist leader C Weizmann and Sir A Balfour"", 'web_url'"
220,220," 'Council meets, Shtaura, Lebanon', 'web_url'"
221,221," 'W Ger gives $625,000 to UN agency', 'web_url'"
222,222," ""Palestine Liberation Orgn new leadership calls for 'total Arab popular war' against Israeli authorities, smashing hopes that ouster of A Shukairy as chmn indicated orgn would take more moderate line"", 'web_url'"
223,223," ""Palestinian guerrillas' claim that they are sole reprs of Palestinians--position now formally accepted by most Arab Govts--is among most difficult problems facing Middle East peace conf, due to start on Dec 18 in Geneva; recognition of claim by Palestinian resistance, led by Palestine Liberation Orgn leader Y Arafat, was major decison at recent conf of Arab leaders in Algiers, at which Arafat was honored participant; Jordanian King Hussein, who stayed away from summit meeting, rejects Palestinian claim as it extends to 500,000 Arabs living on west bank of Jordan River, occupied by Israel during '67 war; has threatened to stay away from any peace conf if Egypt and Syria do not recognize his right to speak for Arabs on west bank and former Jordanian sector of Jerusalem; Jordan has been invited by US and USSR to attend conf, but USSR has also encouraged Palestinian guerrillas to proclaim govt in exile for Palestinian state in territories currently held by Israel; Arafat recently stated that decision in favor of such a 'Palestinian state' has been accepted in principle by guerrillas; S Khalef, also known as A Ayad, prominent member of Al Fatah, says that orgn has decided that any of west bank or East Jerusalem released by Israel should 'never be reverted to Jordan'; Israel has consistently claimed that it will not negotiate with guerrillas and will not accept formation of new Palestinian state in any part of occupied areas; Hussein has said that he would accept plebiscite in occupied west bank and East Jerusalem, once Israel withdraws to allow Palestinians there to decide if they wish to remain under Jordan, if they prefer to live in semi-autonomous state federated with Jordan, or if they prefer independence; most guerrilla leaders reject proposal for plebiscite; Palestinian claim to represent Palestinians in occupied areas and Israel has been linked to guerrilla leadership's rejection of any settlement based on UN Security Council's Resolution 242 of '67; Egypt and Jordan have explicitly accepted resolution as basis for Middle East conf and Syria has indirectly accepted by indicating readiness to take part in conf; Palestinian sources rept that Arafat and other leaders are presently trying to obtain explicit Arab commitments before deciding whether to support participation by Egypt and Syria in proposed conf; statements by Palestinian leaders indicate that while they are prepared to accept 'Palestinian state' free from Jordanian control, they want to retain position of not recognizing Israel"", 'web_url'"
224,224," ""UN relief program for Palestinians will be forced to reduce educ services for 260,000 refugee children unless govt contributions are increased soon to cover $12-million deficit; agency's deputy dir C William Kontos says inflation and soaring commodity prices raised '74 budget to $78-million, almost 20% higher than in '73; Japan made $3-million cash contribution this wk as part of $5-million pledge; US pledged $25-million; agency officials say contacts were made with Arab Govts, which last yr contributed $2.25-million; this contribution by 14 Arab countries is less than Sweden's $3.7-million contribution; Israel's contribution in '73 was $642,000, less than Denmark's $875-million; USSR, China and Eastern Eur countries contribute nothing (M)"", 'web_url'"
225,225," 'Hussein adviser says Jordan urgently seeks pol settlement of Palestine issue out of fear there will otherwise be mil showdown with Israel that will topple Hashemite monarchy; Jordan sends Min Rifai to NY to seek indirect negotiations through Jarring; Amman officials believe UAR Min Riad has similar instructions from Nasser; Hussein adviser doubts either side would launch offensive while UN deals with situation or begin operations during winter; Jordanians tell Western diplomats that maintenance of US-Jordanian ties bars conflict from becoming East-West question; Nasser and Hussein conf, Cairo', 'web_url'"
226,226," '', 'web_url'"
227,227," 'text of armistice proposal', 'web_url'"
228,228," '', 'web_url'"
229,229," 'UN links continuing clashes near Hebron to econ conditions; map', 'web_url'"
230,230," ""More than 100 Amer residents of Lebanon on Apr 21 conclude 25-mile Easter peace march in support of Palestinian movement and are greeted by thousands of Arabs shouting for Arab-Amer friendship; South Lebanon Gov H Lahoud calls march 'historic event'"", 'web_url'"
231,231," ""Pope Paul VI, in June 22 address to Sacred Coll of Cardinals, voices hope for Portugal's African colonies; notes that Christians are numerous in Angola, Mozambique, Portuguese Guinea and Cape Verde Islands (S)"", 'web_url'"
232,232," 'Two principal international instruments have been organized to achieve peace and stability in the Near East today. One of these, concerned mainly with the political questions that have arisen between Israel and the Arab States, is the United Nations Palestine ...  ', 'web_url'"
233,233," 'ed criticizes Arab stand', 'web_url'"
234,234," '  Egypt has agreed to an Israeli request for postponement of the talks scheduled for next week on self-rule for Palestinians in Israeli-occupied lands, a senior Foreign Ministry official said today.   The official, Boutros Ghali, Minister of State for Foreign Affairs, said that Israel requested the postponement because members of its low-level working group were scheduled to be in Washington at the time set for the meetings.', 'web_url'"
235,235," 'J Reddaway apptd deputy dir', 'web_url'"
236,236," ""UNITED NATIONS, N.Y., Nov. 25 -- Following are excerpts from a report to the United Nations Conciliation Commission for Palestine by its special representative, Dr. Joseph E. Johnson, and the text of the report's conclusions"
237,237," 'The region known as ""Arab Palestine"" has finally been consolidated with the rest of Jordan. King Abdullah has thereby considerably increased the area, improved the quality and more than doubled the population of his domain, which now numbers well over a million (including more than 400,000 refugees).  ', 'web_url'"
238,238," 'ed sees new dangers in Sharett ouster and USSR Min Shepilov visit to Egypt; urges Israel pursue cautious policy', 'web_url'"
239,239," 'UNITED NATIONS, N.Y., Jan. 28--Following is the text of the statement by Henry Cabot Lodge Jr., United States representative, on the Palestine problem before the General Assembly today"
240,240, 'LEAD
241,241," ""Cairo Al Ahram repts Jordan, at Arab League meeting, rejected proposal for Palestinian army and 'entity,'"", 'web_url'"
242,242," 'Last week, the Gaza Strip, one of the most impoverished and overpopulated areas of the world, seemed to be on the verge of disintegrating into tyranny. If the Palestinian Authority and its isolated leader Yasser Arafat fail to reform and lead effectively,', 'web_url'"
243,243," ""J J O'Connor revs Palestine, Brit TV documentary produced by Richard Broad and presented on WNET; illus (M)"", 'web_url'"
244,244," 'ed on recent gains', 'web_url'"
245,245," '', 'web_url'"
246,246, 'From the International Herald Tribune archives
247,247," 'Council motion text', 'web_url'"
248,248," 'ed on coming Assembly com debate; deplores UN inability to enforce decisions', 'web_url'"
249,249," 'ed on Palestine as symbol of struggle for peace and justice', 'web_url'"
250,250," 'ed on Austin statement', 'web_url'"
251,251," ""Sweden's Ambassador to Israel is summoned to the Israeli Foreign Ministry to explain the announcement by Sweden's new center-left government that it will recognize the State of Palestine. Mana Rabiee reports."", 'web_url'"
252,252," ""Pres Bush's has expressed personal commitment to 'road map' to peace between Israelis and Palestinians, but his administration has never regarded resolution of conflict as top priority or linked it to its wider war against terrorism; Israelis and Palestinians will test commitment after Iraqi war, their acid test being what Bush means when he says that US will expect and welcome their contributions to road map; photo (M)"", 'web_url'"
253,253," ""WASHINGTON, Oct. 24 -- Following is the text of President Truman's statement tonight on his position in regard to Palestine"
254,254," 'Trans-Jordan reaffirms protection of holy places', 'web_url'"
255,255," 'Brit relations with Abdullah discussed', 'web_url'"
256,256," 'On Nov. 13, 1945, three months after he became Foreign Secretary in Britain\'s Labor Government, Ernest Bevin, former van driver and trade union leader, told the House of Commons"
257,257, 'LEAD
258,258," ""UN Comr Gen Michelmore says contributions to agency will fall $4-million short of minimum needs, warns of hardships, s at pledging conf, NYC; US pledges $22.2-million, fiscal '67, $700,000 under '66, on condition US share is no more than 70% of total; US repr H F Bancroft calls for sweeping rev of refugee rolls"", 'web_url'"
259,259," 'ed on need for enforcement machinery', 'web_url'"
260,260," ""On the face of the record the Security Council has rejected Palestine's application for membership in the United Nations. However, Friday's vote means only that the required seven nations were not ready to vote for membership. Of those who voted, five, including the United States, the Soviet Union, the Ukraine, Argentina and Colombia, were in favor."", 'web_url'"
261,261," 'ed on need for enforcement machinery', 'web_url'"
262,262," ""lr citing figures on Arab immigration into Palestine, '22-45"", 'web_url'"
263,263," ""LEAD"
264,264," ""ed sees US role in implementing '50 Western Big-3 declaration weak unless Eisenhower seeks Cong stand-by authority to use troops"", 'web_url'"
265,265," 'Morocco Govt party organ repts Arab League Council will discuss forming Arab army to attack Israel', 'web_url'"
266,266," 'election; R Szold chmn and pres', 'web_url'"
267,267," '', 'web_url'"
268,268," '', 'web_url'"
269,269," 'In exactly eleven weeks -- on May 15 -- the 25-year-old British mandate over Palestine will end. The tragic Holy Land will become a ward of the United Nations.  ', 'web_url'"
270,270," 'PARIS, Oct. 28 (AP) -- The text of the British-Chinese resolution on Palestine submitted today to the United Nations Security Council"
271,271," 'ed; factors favoring success of UN action noted', 'web_url'"
272,272," '', 'web_url'"
273,273," '', 'web_url'"
274,274," 'After three weeks of war in Palestine, truce talks are under way.  ', 'web_url'"
275,275," 'On last Wednesday four men and two women were driven by heavily armed British police in armored cars from the Jerusalem airport to a small three-story building in a barbed-wire enclosure. The building was next to the King David Hotel (British headquarters). The new arrivals were not allowed in the hotel because the British thought their presence might endanger the whole headquarters.  ', 'web_url'"
276,276," 'illus of girl silhouetted against explosion; Arab and Jewish battle posts and fighters illus; article on Haganah set-up and work; illus', 'web_url'"
277,277," 'ed on UN failure to effect solution', 'web_url'"
278,278," 'Shukairy resigns after Arab leaders reject demands', 'web_url'"
279,279," 'USSR-sponsored gangs block sale of western pubs in USSR sector', 'web_url'"
280,280," ""repts Agency will expire in '60"", 'web_url'"
281,281," '', 'web_url'"
282,282," 'reply', 'web_url'"
283,283," 'Having failed to settle the problem of Palestine while it still had authority over the Holy Land as a mandated territory, the United Nations is now confronted with a new situation which begins to assume every aspect of internationalh)0*0*0*iwar. A new state, that of Israel, has proclaimed its independence and its provisional government has been recognized by the United States, and tacitly by others, as the de facto authority within its domain.', 'web_url'"
284,284," 'ed, Rept on Palestine', 'web_url'"
285,285," ""Israeli Prime Min Begin says creation of Palestinian state would provide USSR with valuable base in Middle East; expresses satisfaction with progress made with Egypt since '77; predicts that Arab participation in peace process will spread; says Camp David formula for Palestinian autonomy will someday be seen as first step toward reconciliation (M)"", 'web_url'"
286,286," '   Yasir Arafat, chairman of the Palestine Liberation Organization, left here on Friday after talks with King Hussein over the convening of the Palestine Liberation Council, the Palestinian parliament in exile.   Mr. Arafat said at a news conference that the Council would have to meet before the end of next month. He said Jordan and Iraq had offered to be hosts, and that Algeria was also a possibility.    The session, originally scheduled for last February, has been delayed by disputes within the P.L.O.  ', 'web_url'"
287,287," '', 'web_url'"
288,288," 'ed', 'web_url'"
289,289," ""The Israeli government for the first time officially accepted a Palestinian claim to eventual statehood today, as Prime Minister Ariel Sharon persuaded his right-wing government to endorse the steps of a new American-backed peace plan, known as the road map.    The action came after Mr. Sharon made his most sweeping statement about the need to compromise for peace, telling an Israeli newspaper, ''The moment has arrived to divide this tract of land between us and the Palestinians.''  "", 'web_url'"
290,290," ""On May 15, 1948, a few hours after Israel declared her independence, Egyptian bomb fell on Tel Aviv. In the bitter war over Israel's independence the Kingdom of Egypt was the most adamant, if not the most effective, of Israel's foes. Last week Egypt formally called the war off.  "", 'web_url'"
291,291," ""  A dispute has broken out over a year-old book that argues against all Palestinian Arab claims to the land that is now Israel.   The book is ''From Time Immemorial"
292,292," 'There can be little doubt that the partition of Palestine is being blocked by the struggle between the Soviet Union and the Western Powers. A land once known for milk and honey now flows with oil, and the homeland of three great religions is having its fate decided by expediency without a sign of the spiritual and ethical considerations which should be determining, at least in that part of the world.  ', 'web_url'"
293,293," '', 'web_url'"
294,294, 'May 1
295,295," 'Gets lr-bomb from Stern gang', 'web_url'"
296,296," 'Britain Clears Decks After years of controversy and months of terror a showdown in Palestine now seems at hand.  ', 'web_url'"
297,297," 'Meeting in an hour of widespread tension and strife, the General Assembly of the United Nations was called upon yesterday by speakers at its opening session to throw away indecision and give a lead in the establishment of a system of law that will banish force and restore peace on the basis of cooperation among all and domination by none.  ', 'web_url'"
298,298," 'The Israeli government for the first time officially accepted a Palestinian claim to eventual statehood today.', 'web_url'"
299,299," 'lr defending terrorists', 'web_url'"
300,300," 'Ben Ehrenreich’s “The Way to the Spring” is an intimate, vivid look at daily life in Palestine.', 'web_url'"
301,301," 'reply', 'web_url'"
302,302," ""The Israeli cabinet's decision to exile Yasser Arafat, and the threats to assassinate him, have provoked a storm of international protest. A Security Council resolution demanding that Israel desist from deporting Arafat or threatening his safety was only"", 'web_url'"
303,303," '10th anniv; rept', 'web_url'"
304,304," 'Bought by Amer Palestine Trading Corp', 'web_url'"
305,305," 'lr on Sir H Gurney statement to UN com', 'web_url'"
306,306," '', 'web_url'"
307,307," 'ed, The Partition of Palestine', 'web_url'"
308,308," 'In reply to the latest cease-fire order issued by the Security Council of the United Nations under threat of sanctions, both Israel and the Arab states have now submitted answers which hold out hope for a truce in Palestine. Both answers are accompanied by detailed explanations which the Security Council must now consider.', 'web_url'"
309,309," ""The United Nations Committee on Palestine has produced a 7-to-4 report, made public yesterday in summary, which at least points a way toward a solution of the Holy Land's tragic and heart-breaking problems. The plan includes partition, with an economic union between the Arab and Jewish States"
310,310," 'recognition by UN Security Council noted in ed', 'web_url'"
311,311," '', 'web_url'"
312,312," ""Pope Paul illus carrying palm frond during observance commemg beginning of Holy Wk, St Peter's Sq, Rome"", 'web_url'"
313,313," '“Gei Oni” (“Valley of Strength”), set in the late 19th century, tells the story of a young Jewish couple facing the arduous challenges of settlement in Palestine.', 'web_url'"
314,314," 'The long-hoped-for truce in Palestine, for which the United Nations has been working for more than two months, is now set to go into effect at 2 A. M. tomorrow. At that hour, which will be 10 A. M. Israeli time, the trumpets which have hitherto called to war are scheduled to sound the call to cease fire on all fronts in the Holy Land.  ', 'web_url'"
315,315," 'DAMASCUS, Syria, Jan. 20&#8212;Substantial numbers of Palestine Liberation Army troops have crossed from Syria into Lebanon in recent days, travelers and other sources here asserted today.', 'web_url'"
316,316," '', 'web_url'"
317,317," 'The picture of Arab snipers on the cover of your May 9 Magazine prompts me to forward this letter, just received from a close friend in Palestine. The writer is Mrs. Hilde Schneer, who lives in the cooperative community of Kwuzath Srajim, near Affula.  ', 'web_url'"
318,318," 'illus of Israeli Defense Min Peres and Maj Gen Rafael Eitan near Lebanese border', 'web_url'"
319,319," 'ed', 'web_url'"
320,320," 'Conclusion of an armistice between Israel and Syria is good news in itself and good news because it is a considerable triumph for the United Nations. Reports from Tel Aviv, Washington and Lake Success all agree that great credit for the settlement is due to Ralph J. Bunche, the Acting U. N. Mediator, and his assistants.', 'web_url'"
321,321," 'Dr H Gruenbaum elected exec vp', 'web_url'"
322,322," ""All through the Middle East tensions rose last week against the AngloAmerican Committee report on Palestine, published twelve days ago. The report had recommended immediate admission of 100,000 of Europe's Jews to Palestine; had said Palestine should become neither a Jewish nor an Arab state.  "", 'web_url'"
323,323," 'UNICEF ships 420,000 lbs of margarine', 'web_url'"
324,324," 'With United Nations troops maintaining an uneasy truce along the Egyptian-Israeli border, violence is beginning to erupt along another frontier around Lake Hula. Since the middle of last month border incidents have been taking place in that area, culminating in a tenhour gun duel between Syrian and Israeli forces on Tuesday.', 'web_url'"
325,325," 'comment on Hungarian reaction', 'web_url'"
